restaurant_name,location,primary_cuisine,cuisine_tags,cost,budget_label,rating,votes,address,affordability
Vijayalakshmi,Basavanagudi,South Indian,['South Indian'],,,3.3,47,"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",unknown
Sri Udupi Food Hub,Jayanagar,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Beverages']",,,3.9,175,"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",unknown
Udupi Upahar,Banashankari,South Indian,"['South Indian', 'Chinese', 'North Indian', 'Juices']",,,3.9,58,"No.1585, 22nd Main,Banashankari 1st Stage",unknown
House Of Kebabs,Basavanagudi,North Indian,"['North Indian', 'Kebab', 'Biryani', 'Chinese']",,,4.0,540,"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",unknown
Roll N Rock,Kumaraswamy Layout,Chinese,"['Chinese', 'North Indian', 'Mughlai', 'Rolls']",,,4.0,124,"608, 21st Cross, Kumaraswamy Layout, Bangalore",unknown
BOX8- Desi Meals,Banashankari,North Indian,"['North Indian', 'Mughlai', 'Fast Food']",,,3.8,340,"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",unknown
KFC,Banashankari,Burger,"['Burger', 'Fast Food']",,,4.4,505,"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",unknown
Bitez,Banashankari,Fast Food,['Fast Food'],,,4.0,0,"12, Banashankari, Bangalore",unknown
Roll Over,Jayanagar,Desserts,"['Desserts', 'Ice Cream', 'Beverages', 'Fast Food', 'Sandwich']",,,3.6,438,"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",unknown
Imperial Restaurant,Mysore Road,North Indian,"['North Indian', 'Chinese', 'Biryani', 'Beverages']",,,4.8,264,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",unknown
Lassi Shop,Kumaraswamy Layout,Beverages,"['Beverages', 'Juices', 'Ice Cream']",,,4.2,169,"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",unknown
The Fortuna,Kumaraswamy Layout,North Indian,"['North Indian', 'Chinese']",,,3.4,67,"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",unknown
Wahab,Jayanagar,North Indian,"['North Indian', 'Mughlai', 'Chinese']",,,4.2,97,"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",unknown
Al Diwan Biryanis And More,Basavanagudi,Biryani,['Biryani'],,,3.2,12,"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",unknown
New Gowda's Fried Chicken,Banashankari,Biryani,['Biryani'],,,4.3,12,"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",unknown
Canton,Jayanagar,Chinese,"['Chinese', 'Seafood', 'Biryani']",,,4.7,195,"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",unknown
Diabetics Dezire Sugarless Sweets and Bakes,Basavanagudi,Desserts,"['Desserts', 'Mithai']",,,3.2,13,"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",unknown
The Blue Wagon - Kitchen,Jayanagar,Cafe,"['Cafe', 'Beverages']",,,4.4,228,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",unknown
HOT COFFEE,Basavanagudi,South Indian,"['South Indian', 'Chinese']",,,4.3,70,"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",unknown
Patio 805,Jayanagar,Thai,"['Thai', 'Vietnamese', 'Asian', 'Chinese']",,,4.6,364,"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",unknown
Lassi Corner,Basavanagudi,Beverages,"['Beverages', 'Ice Cream']",,,4.9,107,"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",unknown
Sagar Deluxe,Kumaraswamy Layout,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Juices']",,,3.9,167,"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",unknown
Kanti Sweets,Banashankari,Mithai,"['Mithai', 'Street Food']",,,3.6,115,"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",unknown
Vegetalia,Banashankari,Italian,"['Italian', 'Pizza']",,,3.6,27,"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085",unknown
Aramane Donne Biryani,Banashankari,Biryani,['Biryani'],,,3.3,57,"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",unknown
Ande Ka Funda,Banashankari,North Indian,"['North Indian', 'Fast Food', 'Rolls']",,,4.0,120,"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",unknown
Cake Ghar,Basavanagudi,Bakery,['Bakery'],,,3.8,15,"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",unknown
Energy Addaa,Basavanagudi,Salad,"['Salad', 'Healthy Food', 'Sandwich', 'Juices', 'Burger', 'Desserts', 'Pizza']",,,4.3,64,"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",unknown
Bhattara Bhojana,Banashankari,South Indian,['South Indian'],,,4.1,66,"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",unknown
Tandoori Knight,Banashankari,North Indian,"['North Indian', 'Chinese', 'Biryani', 'Kebab']",,,4.1,290,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",unknown
Dev Sagar - Food Street,Basavanagudi,Street Food,['Street Food'],,,4.5,233,"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",unknown
Mitraa Da Pizza,Kumaraswamy Layout,Fast Food,"['Fast Food', 'Pizza']",,,4.0,115,"1779, 14th Main, Kumaraswamy Layout, Bangalore",unknown
Paradise Premium,Banashankari,Biryani,"['Biryani', 'Andhra', 'Hyderabadi', 'North Indian']",,,5.0,119,"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",unknown
Grazers,Jayanagar,Cafe,"['Cafe', 'Burger', 'Continental', 'Italian', 'Desserts']",,,4.4,291,"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",unknown
Shakes Theory,Jayanagar,Beverages,"['Beverages', 'Sandwich']",,,3.9,155,"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",unknown
@Italy,Kumaraswamy Layout,Italian,['Italian'],,,3.3,305,"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",unknown
Chilli Flakes,Banashankari,Fast Food,"['Fast Food', 'Italian', 'Beverages']",,,4.3,46,"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",unknown
Calcutta Cafe,Kumaraswamy Layout,Bengali,"['Bengali', 'Chinese', 'Sandwich']",,,4.0,45,"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",unknown
Old Mumbai Ice Cream,Banashankari,Ice Cream,['Ice Cream'],,,4.4,38,"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",unknown
Donne Biriyani House,Banashankari,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Biryani']",,,4.1,441,"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",unknown
By 2 Coffee,Basavanagudi,South Indian,['South Indian'],,,3.8,25,"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",unknown
Kedia's Fun Food,Jayanagar,North Indian,"['North Indian', 'Street Food', 'Juices']",,,3.5,630,"6th C Main, 4th Block, Jayanagar, Bangalore",unknown
Davangere Butter Dosa Hotel,Kumaraswamy Layout,South Indian,['South Indian'],,,3.1,25,"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",unknown
Just Shawarma,Kumaraswamy Layout,Arabian,['Arabian'],,,3.6,160,"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",unknown
Mini Punjabi Dhaba,Banashankari,North Indian,['North Indian'],,,4.3,287,"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",unknown
Mulabagilu Dosa,Basavanagudi,South Indian,['South Indian'],,,4.2,11,"19, V.V.puram National School Road, Basavanagudi, Bangalore",unknown
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Banashankari,Cafe,['Cafe'],,,3.3,402,"12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",unknown
Gokul Veg,Basavanagudi,North Indian,"['North Indian', 'Chinese', 'Beverages']",,,4.1,469,"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",unknown
Olive - Era,Kumaraswamy Layout,Bbq,"['Bbq', 'Arabian', 'Rolls', 'Chinese', 'North Indian', 'Juices', 'Kebab', 'Desserts']",,,4.1,511,"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",unknown
Udupi Ruchi,Banashankari,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",,,3.5,57,"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",unknown
Madhappa Hindu Military Hotel,Banashankari,South Indian,['South Indian'],,,4.1,14,"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",unknown
Gama Gama,Banashankari,South Indian,['South Indian'],,,4.1,264,"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",unknown
The Vintage Cafe,Banashankari,Cafe,"['Cafe', 'French', 'North Indian']",,,3.6,62,"146, 50 ft Road, 3rd Phase, 3rd Stage, Near Katriguppe Water Tank Circle, Banashankari, Bangalore",unknown
Pizza Hut,Banashankari,Pizza,"['Pizza', 'Fast Food']",,,4.0,693,"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",unknown
Mangalore Pearl,Jayanagar,Mangalorean,"['Mangalorean', 'Seafood', 'Chinese', 'Biryani']",,,4.1,242,"197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",unknown
Asha Sweets Centre,Basavanagudi,Fast Food,['Fast Food'],,,4.3,27,"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",unknown
Twiststick House,Basavanagudi,Continental,"['Continental', 'Fast Food', 'Street Food', 'Momos']",,,4.8,163,"97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore",unknown
Cool Corner,Basavanagudi,Street Food,"['Street Food', 'Fast Food']",,,3.3,191,"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",unknown
Pizza Mane,Banashankari,Pizza,"['Pizza', 'Sandwich', 'Burger', 'Fast Food']",,,3.1,32,"9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",unknown
Dal Tadkaa,Banashankari,North Indian,['North Indian'],,,4.5,247,"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",unknown
Chutney Chang,Jayanagar,North Indian,"['North Indian', 'Chinese', 'Bbq']",,,4.4,2339,"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",unknown
Mystique Palate,Jayanagar,Chinese,"['Chinese', 'Fast Food']",,,4.4,337,"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",unknown
Thamboola,Banashankari,North Indian,"['North Indian', 'Chinese', 'Continental']",,,5.0,135,"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",unknown
Castle Rock,Uttarahalli,North Indian,"['North Indian', 'Chinese']",,,4.1,172,"1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore",unknown
Vietnamese Kitchen,Banashankari,Vietnamese,['Vietnamese'],,,4.8,105,"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore",unknown
Smacznego,Banashankari,Cafe,"['Cafe', 'Mexican', 'Italian', 'Momos', 'Beverages']",,,4.5,504,"2470, 21 Main Road, 25th Cross, Banashankari, Bangalore",unknown
C Corner,Kumaraswamy Layout,Fast Food,"['Fast Food', 'Street Food']",,,4.1,36,"1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",unknown
Paratha Merchant,Kumaraswamy Layout,North Indian,['North Indian'],,,3.8,39,"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",unknown
North Rasoe,Kumaraswamy Layout,North Indian,"['North Indian', 'Chinese', 'Biryani', 'Kebab']",,,3.9,5,"52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.",unknown
Inchara Restaurant,Basavanagudi,North Indian,"['North Indian', 'Chinese']",,,3.3,0,"84, Basavanagudi, Bangalore",unknown
Toscano,Jayanagar,Italian,"['Italian', 'Salad']",,,3.9,1129,"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",unknown
Lord Of The Kitchen,Kumaraswamy Layout,North Indian,"['North Indian', 'Chinese']",,,3.5,56,"Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, Bangalore",unknown
Stoned Monkey,Banashankari,Desserts,"['Desserts', 'Ice Cream']",,,4.0,860,"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",unknown
Central Jail Restaurant,Jayanagar,Andhra,"['Andhra', 'Seafood', 'North Indian', 'Chinese']",,,5.0,412,"433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore",unknown
Bella,Jayanagar,Mangalorean,"['Mangalorean', 'Seafood', 'South Indian']",,,3.0,142,"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",unknown
Vennela Andhra Meals,Jayanagar,Andhra,['Andhra'],,,4.0,23,"54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore",unknown
New Prashanth Hotel,Jayanagar,South Indian,"['South Indian', 'Biryani', 'Chinese', 'North Indian']",,,3.2,143,"2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, Bangalore",unknown
The Grillo,Jayanagar,South Indian,"['South Indian', 'Arabian', 'Chinese', 'North Indian', 'Seafood', 'Mangalorean']",,,3.8,80,"126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, Bangalore",unknown
Re Malnad Nati Style Hotel,Jp Nagar,South Indian,['South Indian'],,,4.4,16,"6, Shakambari Nagar, 1st stage, JP Nagar, Bangalore",unknown
Karma Kaapi,Jayanagar,Beverages,"['Beverages', 'Tea']",,,3.8,181,"81, 36th Cross Road, 5th Block, Jayanagar, Bangalore",unknown
Tiwari's,Jayanagar,North Indian,"['North Indian', 'Street Food']",,,2.9,70,"616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, Bangalore",unknown
Pizza Stop,Basavanagudi,Pizza,"['Pizza', 'Italian']",,,3.4,164,"66/1, Kanakpura Road, Basavanagudi, Bangalore",unknown
Biggies Burger 'n' More,Kumaraswamy Layout,Cafe,"['Cafe', 'Burger', 'Beverages']",,,4.5,58,"173, DSI college Road, Kumaraswamy Layout, Bangalore",unknown
Srinathji's Cafe,Basavanagudi,North Indian,"['North Indian', 'Cafe', 'Chinese', 'Fast Food']",,,3.8,148,"112, Bull Temple Road,next to more Basavanagudi, Bangalore",unknown
Kollapuri's,Basavanagudi,South Indian,"['South Indian', 'Mangalorean']",,,3.9,206,"1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",unknown
Sugar Stars Co,Basavanagudi,Bakery,"['Bakery', 'Desserts']",,,3.7,0,"58, Surveyor Street, Basavanagudi, Bangalore",unknown
Bombay Kulfis,Jp Nagar,Ice Cream,['Ice Cream'],,,3.5,0,"1, 24th Main Rd, 1st Phase, Girinagar, KR Layout, Muneshwara T-Block, JP Nagar, Bangalore",unknown
Kadamba Classic,Mysore Road,South Indian,['South Indian'],,,4.9,16,"Satellite Bus Stand, KSRTC, Mysore Road, Bangalore",unknown
RS Shiv Sagar,Basavanagudi,North Indian,"['North Indian', 'Chinese', 'South Indian', 'Fast Food', 'Juices']",,,4.5,217,"5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore",unknown
Kholi Mane,Basavanagudi,Andhra,"['Andhra', 'South Indian', 'Biryani', 'North Indian']",,,2.9,46,"144/1, 2nd Main Road, 2nd Block, Thyagaraja Nagar, Basavanagudi, Bangalore",unknown
Harshi Super Sandwich,Basavanagudi,Fast Food,"['Fast Food', 'Street Food']",,,4.1,148,"60/1, East Anjaneya Temple Road, Basavanagudi, Bangalore",unknown
Cake Yard,Basavanagudi,Desserts,['Desserts'],,,3.5,30,"3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore",unknown
Rosewood International Hotel - Bar & Restaurant,Mysore Road,North Indian,"['North Indian', 'South Indian', 'Andhra', 'Chinese']",,,4.1,8,"19/1, New Timberyard Layout, Beside Satellite Bus Stop, Mysore Road, Bangalore",unknown
Sri Udupi Veg,Jayanagar,South Indian,['South Indian'],,,3.6,4,"335, KR Road, Shastri Nagar, Yediyur, Jayanagar, Bangalore",unknown
Cake Art,Basavanagudi,Bakery,['Bakery'],,,3.5,15,"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",unknown
Aahar Cafe,Basavanagudi,South Indian,['South Indian'],,,3.8,0,"39/4, North Anjaneya Temple Street, Basavanagudi, Bangalore",unknown
Akash Gowdru Biryani Center,Uttarahalli,North Indian,"['North Indian', 'Chinese']",,,4.1,0,"Chikkalasandra, Near Ashwathkatte Ganesha Temple, Opposite Dominic School, Uttarahalli, Bangalore",unknown
New Sri Udupi Restaurant,Jayanagar,North Indian,"['North Indian', 'South Indian', 'Chinese', 'Beverages', 'Fast Food']",,,3.3,0,"164/B, 24th Cross, 6th Block Yediyur, Jayanagar, Bangalore",unknown
Potato House,Uttarahalli,Street Food,['Street Food'],,,3.5,9,"9, Canara Bank Colony, Opposite Chikkalsandra Post Office, Main Road, Uttarahalli, Bangalore",unknown
Hotel Biriyani Counter,Vijay Nagar,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,3.5,0,"1108/1, 9th Main Road, 4th Cross, Hampinagar, Vijay Nagar, Bangalore, Bengaluru",unknown
Matru Sagar,Mysore Road,South Indian,"['South Indian', 'North Indian']",,,3.3,31,"Sri Balaji Complex, 339/3, Kuvempu Nagar, Next to Bus Stand, Mysore Road, Bangalore",unknown
Ugadi,Jayanagar,North Indian,"['North Indian', 'Chinese', 'Biryani', 'Andhra', 'Mangalorean']",,,4.9,177,"609, 10th A Main Road, 4th Block, Jayanagar, Bangalore",unknown
Sri Krishna Sweets,Basavanagudi,Mithai,"['Mithai', 'Desserts']",,,4.4,22,"121, DVG Road, R.M Complex, Basavanagudi, Bangalore",unknown
In Time Cane Juice,Kumaraswamy Layout,Juices,"['Juices', 'Beverages']",,,2.8,10,"119, 5th Cross, Teachers Colony, Kumaraswamy Layout, Bangalore",unknown
Subway,Banashankari,Salad,"['Salad', 'Fast Food']",,,4.3,136,"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",unknown
Daal Roti,Kumaraswamy Layout,North Indian,"['North Indian', 'Chinese']",,,5.0,35,"139, Behind Police Station, 72nd Cross, Kumaraswamy Layout, Bangalore",unknown
The Lassi Park,Jayanagar,Juices,"['Juices', 'Desserts']",,,5.0,185,"22nd Cross, New Diagonal Road, Opposite N MKRV Womens College, 3rd Block, Jayanagar, Bangalore",unknown
Cafe Coffee Day,Jayanagar,Cafe,"['Cafe', 'Fast Food']",,,3.2,17,"28th Main, 8th Block, Jayanagar, Bangalore",unknown
A2B - Adyar Ananda Bhavan,Mysore Road,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",,,3.6,155,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",unknown
Srikrishna Bhavan,Banashankari,South Indian,"['South Indian', 'North Indian', 'Chinese']",,,4.5,42,"Next To BMTC Bus Stand, Banashankari, Bangalore",unknown
Timepass Dinner,Basavanagudi,North Indian,['North Indian'],,,3.4,286,"37, 5-1, 4th Floor, Bosco Court, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",unknown
Green Gardenia,Banashankari,North Indian,"['North Indian', 'Chinese']",,,4.3,160,"376, 1st Floor, Tripura Arcade, MK Puttalingaiah Road, Above SBI Bank, Banashankari, Bangalore",unknown
J Spice,Banashankari,North Indian,"['North Indian', 'Chinese']",,,4.5,59,"632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore",unknown
Karavali Family Restaurant,Jayanagar,Seafood,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese']",,,3.7,90,"13, 27th B Cross, 10th Main, Opposite BWSSB Water Tank, Geetha Colony, 4th Block, Jayanagar, Bangalore",unknown
Karavali Lunch Home,Kumaraswamy Layout,South Indian,"['South Indian', 'Mangalorean']",,,3.8,51,"1779, 14th Main, Kumaraswamy Layout, Bangalore",unknown
Hatti Kaapi,Jayanagar,South Indian,"['South Indian', 'Beverages']",,,2.1,89,"126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",unknown
Kolkata Kathi Roll's,Banashankari,Fast Food,"['Fast Food', 'Rolls']",,,3.6,18,"2/1,7th Main, Dwarakangar Hosakerehalli, Banashankari, Bangalore",unknown
Upahara Darshini,Basavanagudi,North Indian,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",,,4.0,40,"9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",unknown
The Chaat Shop,Basavanagudi,Fast Food,['Fast Food'],,,3.1,35,"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",unknown
Anda Ka Funda,Jayanagar,North Indian,"['North Indian', 'Chinese', 'Rolls']",,,4.7,89,"433/30/1, 10th Main, 28th A cross, 4th Block, Jayanagar, Bangalore",unknown
Shri Vinayaka Ice N Juice,Basavanagudi,Beverages,"['Beverages', 'Fast Food']",,,3.3,11,"14/38, Shivakrupa, 1st Model House Street, Near Nagasnadra Circle, DVG Road, Basavanagudi, Bangalore",unknown
My Tea House,Banashankari,Italian,"['Italian', 'Fast Food', 'Cafe', 'European']",,,3.6,62,"224/Y, 4th Phase, 7th Block, 100 Feet Ring Road, Near Kamakya Theatre, Banashankari, Bangalore",unknown
Ibaco,Jayanagar,Desserts,['Desserts'],,,4.0,33,"147, 27th Cross, 3rd Main, 6th Block, Yediyur, Jayanagar, Bangalore",unknown
Jalaram Sweets,Jayanagar,Desserts,"['Desserts', 'Mithai']",,,4.3,32,"202F, 27th Cross Road, Opposite Sapna Book House, Jayanagar, Bangalore",unknown
